Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,SalePrice
1196,80,RL,67,12398,NoRidge,4,4,1975,1975,1688,1556,2,0,5,6,2,224856
1197,70,RM,68,10871,NoRidge,5,5,1912,1959,1644,1334,1,0,2,6,1,297462
1198,80,RL,80,4990,Blmngtn,10,4,1884,2001,233,1904,1,1,2,9,1,322824
1199,40,RL,74,7403,Blueste,6,5,2006,2006,1089,2288,1,1,2,6,1,388668
1200,190,RL,102,10276,Crawfor,4,7,1953,1981,1415,985,2,0,2,9,2,232097
1201,60,RL,34,8380,BrkSide,5,9,2005,2005,1729,1057,2,1,2,7,1,340545
1202,20,RM,75,14605,Blmngtn,5,5,1884,1951,1306,1487,2,1,3,7,2,288121
1203,70,RL,55,12634,BrDale,2,5,1913,1961,706,1100,1,1,3,6,1,154071
1204,20,RL,51,21269,NAmes,4,5,1903,1976,759,1388,1,0,2,5,1,261565
1205,90,RL,60,6576,Sawyer,6,8,1974,1974,770,1231,2,1,2,9,1,218411
1206,20,RL,71,10632,Veenker,4,5,1950,1986,1173,996,2,1,3,5,2,194881
1207,20,RL,71,4966,NridgHt,5,6,1971,1976,858,1912,2,0,3,8,1,339020
1208,70,RL,39,1610,Sawyer,5,8,2004,2004,0,1537,1,1,2,7,1,256629
1209,30,RM,59,13390,Blmngtn,7,5,1901,1982,578,2415,0,0,4,9,2,332941
1210,50,RL,75,12486,Somerst,6,8,1894,1953,872,1679,1,0,3,8,2,260040
1211,80,RL,52,7081,Gilbert,6,8,1980,2008,505,2144,2,1,3,6,1,340879
1212,80,RL,47,10872,Veenker,6,8,1894,1970,564,1135,2,1,4,7,2,232274
1213,40,RL,24,7982,Veenker,6,5,1932,1973,1870,1129,2,0,3,4,1,287021
1214,70,RL,56,8523,Sawyer,1,5,1981,1993,1046,2610,1,0,4,7,2,232763
1215,40,RL,47,9218,Edwards,8,7,1992,1992,895,1195,2,1,4,5,2,302336
1216,60,RM,50,6913,NAmes,4,5,1911,1993,1316,1025,1,1,2,6,1,227892
1217,60,RL,64,7633,CollgCr,5,6,1900,1997,1508,914,1,1,4,5,1,253305
1218,40,RM,58,7746,NPkVill,7,4,1962,1973,1946,2457,2,1,2,10,2,404417
1219,70,RH,46,12191,OldTown,5,3,1893,1998,1732,1362,2,1,2,7,2,260737
1220,40,RM,27,1300,Edwards,8,5,1894,2002,1223,1701,2,0,4,9,1,326414
1221,80,RL,76,9589,Gilbert,5,5,1913,1959,436,1575,2,1,4,4,1,276802
1222,120,RL,85,6149,SawyerW,7,5,1962,1998,649,1138,1,0,3,7,2,212583
1223,45,RL,62,6293,MeadowV,7,5,1888,1998,889,1351,2,1,2,6,2,270685
1224,190,C (all),64,8397,NPkVill,9,5,1956,1999,1252,1922,2,0,3,6,1,364536
1225,20,RL,70,10442,NAmes,8,6,1888,1951,1087,887,1,0,3,9,1,226612
1226,45,RL,101,9642,OldTown,8,6,1915,1980,460,1837,2,1,2,11,1,343928
1227,70,RL,38,6243,Sawyer,7,5,1996,1996,389,2217,2,2,6,6,1,350743
1228,160,RL,61,13386,IDOTRR,5,5,1882,1953,1153,1646,1,1,3,10,2,311021
1229,45,C (all),35,6889,Mitchel,4,4,1898,2000,1098,2166,1,1,2,7,0,351734
1230,190,RH,77,7561,Gilbert,6,5,1902,1960,966,814,1,0,2,10,2,249943
1231,60,RL,67,11637,StoneBr,9,6,1983,1983,1243,584,2,1,3,7,3,292054
1232,90,RL,74,11781,MeadowV,6,5,1984,1993,1548,1621,2,0,3,10,2,360939
1233,20,RL,73,8053,Somerst,8,5,1925,1951,1174,1206,2,0,2,9,2,274043
1234,190,RL,89,1300,NridgHt,7,6,1894,1955,673,1939,1,0,3,5,2,325843
1235,50,RL,80,6958,NPkVill,4,3,1930,1958,1816,1344,2,1,2,6,2,310142
1236,160,RM,86,11147,NridgHt,5,8,1989,1989,979,1573,2,2,3,6,2,317972
1237,70,RL,48,13254,ClearCr,5,2,1887,1969,1069,1540,1,1,3,7,2,318725
1238,20,RL,93,10182,ClearCr,4,9,1948,1978,788,1556,2,0,2,8,2,242458
1239,45,RH,55,8584,NPkVill,6,5,1942,1970,620,1228,2,0,3,8,1,274974
1240,60,RL,56,19672,Gilbert,9,5,1947,1958,652,817,1,0,3,8,2,286833
1241,30,RL,75,9010,Blueste,7,5,1885,1977,564,1390,1,0,3,6,2,279602
1242,120,FV,76,12948,Gilbert,5,2,1998,2004,0,2225,2,0,3,5,0,281270
1243,50,RL,48,5159,Sawyer,1,5,1936,1957,987,1195,2,1,4,6,2,207018
1244,160,RM,66,6139,Veenker,5,4,1910,1980,1490,1192,2,1,5,8,2,259950
1245,120,C (all),99,13089,BrkSide,6,6,1885,1969,656,1578,2,0,2,5,2,210481
1246,20,FV,40,14678,IDOTRR,5,5,1946,1976,2073,911,1,0,3,6,3,286983
1247,60,RL,99,8941,StoneBr,4,6,1953,1957,1604,2001,1,1,2,6,1,308662
1248,60,RL,65,3105,Sawyer,5,5,1993,2003,1042,959,2,1,1,5,1,240087
1249,190,RL,23,9829,BrDale,5,8,1976,1976,605,1355,1,1,2,6,3,284307
1250,45,RM,42,11257,NoRidge,8,5,1959,1977,411,2769,2,0,5,5,3,373378
1251,190,RM,50,10895,Somerst,4,4,2002,2002,1004,928,1,0,3,10,2,225979
1252,80,RL,57,8246,IDOTRR,3,5,1912,1955,1077,2236,1,2,2,5,1,322338
1253,45,RL,67,9888,NoRidge,1,5,1923,1952,968,1560,1,0,2,9,2,279008
1254,80,RL,20,7500,MeadowV,5,5,1892,1954,1477,1631,1,1,4,5,1,307225
1255,190,RL,73,6052,Edwards,6,5,1936,1958,1648,1095,2,0,3,9,3,265796
1256,80,RL,48,13522,NWAmes,7,6,1975,1975,1239,1899,1,0,3,7,2,346942
1257,50,RL,97,10891,Timber,5,8,1988,2009,1260,1317,2,1,4,8,1,272840
1258,190,FV,64,9897,StoneBr,6,5,1999,1999,923,926,2,0,3,9,3,299827
1259,45,RL,88,8471,StoneBr,5,9,1979,1988,1048,2227,1,1,2,7,2,327720
1260,180,RL,92,9779,Timber,6,8,1990,1990,1214,1307,1,0,3,9,3,328010
1261,190,RL,91,11141,Somerst,3,7,1930,1960,923,570,2,2,4,7,3,246092
1262,30,RL,58,17414,NridgHt,5,5,1900,1964,1314,1365,1,0,4,8,0,176168
1263,160,RL,58,13118,Edwards,7,4,1939,1983,627,1904,3,0,2,6,1,277522
1264,40,RL,65,7834,Blueste,7,5,1900,1962,757,1824,2,0,2,9,2,345495
1265,40,RM,82,7876,OldTown,6,6,1986,2003,631,1179,1,1,2,8,3,273151
1266,45,RM,59,7253,NridgHt,4,5,2005,2005,782,1011,2,1,3,5,4,276655
1267,45,RL,67,9697,NWAmes,5,4,1952,1956,935,816,1,0,3,7,2,225715
1268,120,RL,75,7250,SWISU,10,5,1955,1989,1461,1488,1,0,2,9,1,432735
1269,160,RL,51,12399,Blmngtn,4,2,1957,1957,1066,1575,2,1,3,8,1,298250
1270,160,RL,50,1300,Blueste,4,6,1944,2005,536,1854,1,1,3,10,2,272537
1271,50,RL,66,12640,StoneBr,4,3,1965,1988,489,1425,2,1,3,6,2,300328
1272,45,RL,69,11601,Sawyer,5,6,1913,1999,883,1410,2,1,4,6,2,267514
1273,160,RL,78,15550,BrkSide,4,7,1935,1979,1383,1360,1,0,3,7,2,259846
1274,120,RL,83,14007,NoRidge,6,4,1954,1971,1611,1576,1,0,3,6,2,378130
1275,80,RL,48,7765,BrDale,5,5,1882,1974,413,1433,0,0,3,6,3,194847
1276,60,C (all),53,13557,MeadowV,8,6,1885,1977,1198,1969,1,1,4,7,2,343675
1277,60,RL,50,9827,SawyerW,3,5,1885,2003,889,1655,1,0,2,5,1,235545
1278,80,RL,98,2762,Blueste,5,4,1881,1969,920,1554,2,0,4,6,2,249645
1279,70,RL,67,11135,Veenker,6,5,1969,1988,624,1479,2,1,2,5,3,255673
1280,120,RM,70,8002,Veenker,6,5,1935,1952,961,1029,2,0,0,8,2,253659
1281,160,RL,71,10500,Edwards,6,5,1975,1975,606,1499,1,1,2,6,1,208542
1282,180,RL,55,17105,BrkSide,7,4,1889,1950,943,1176,2,1,5,6,1,320299
1283,120,RL,101,11399,SawyerW,3,5,1966,1966,1509,1673,2,2,3,7,1,321894
1284,190,RM,78,6430,Crawfor,7,5,1949,1975,1302,1395,1,0,1,5,1,297824
1285,80,RL,70,14357,BrkSide,6,7,1992,1992,1815,2332,1,0,6,9,2,348079
1286,30,RM,47,11950,SawyerW,4,5,1909,1989,1260,869,1,1,3,6,1,164558
1287,90,FV,46,5959,NPkVill,8,7,2007,2007,1119,334,2,0,4,9,2,241122
1288,20,RL,63,4075,Blmngtn,6,5,1957,1990,1271,1633,2,0,2,7,1,358594
1289,80,RM,56,6590,Veenker,4,6,1934,1996,739,1178,2,1,2,8,1,218025
1290,180,RL,48,13845,OldTown,3,5,1928,1991,215,1580,2,0,3,6,2,201153
1291,160,RM,62,9293,BrkSide,4,6,1913,1983,1368,882,2,1,3,5,2,227727
1292,180,RL,65,10824,Edwards,6,5,1984,2001,331,2454,1,1,3,8,1,290157
1293,180,RM,72,5145,Veenker,4,6,1901,1954,1498,1306,2,0,3,6,2,191620
1294,45,RL,59,13952,Somerst,4,5,1910,1980,1350,1146,2,0,3,8,1,218979
1295,45,RL,49,2439,Blmngtn,2,5,1984,2000,710,2445,1,0,2,6,2,233218
1296,50,RL,50,7878,OldTown,6,5,1895,1962,875,1920,2,0,3,8,2,313779
1297,80,RL,94,12173,Mitchel,7,7,1899,1992,1045,2194,1,1,3,9,3,388276
1298,50,RL,44,6009,BrkSide,7,6,1922,1950,681,1413,1,0,2,11,2,251472
1299,80,RL,77,12956,CollgCr,4,5,1926,1971,1266,1523,2,0,2,6,2,268564
1300,120,RL,80,7023,BrkSide,8,6,1993,1993,1301,1201,2,1,3,6,2,316941
1301,20,RL,67,5595,Sawyer,6,6,1898,1975,472,1143,1,0,4,11,2,214024
1302,180,RM,105,15645,BrDale,8,8,1927,1967,720,1699,2,0,2,9,2,207017
1303,120,RL,80,11115,NoRidge,5,7,1924,1997,1035,1315,1,1,2,4,1,209185
1304,90,RL,106,12576,Crawfor,5,6,1966,1966,1506,2610,2,0,1,7,2,310076
1305,60,RL,56,14572,Sawyer,7,5,1894,1950,1310,1921,1,1,4,5,1,319477
1306,40,RL,57,1300,MeadowV,4,6,1989,1992,117,2441,1,1,3,12,4,320857
1307,190,RH,80,13039,NridgHt,6,5,1975,1975,933,385,1,1,5,5,2,270656
1308,80,RL,64,7455,IDOTRR,7,9,1981,1981,1239,2447,1,1,4,7,3,318524
1309,90,RL,103,7982,Somerst,7,5,1965,1992,730,334,1,0,3,7,2,203706
1310,60,RH,76,12249,NAmes,8,3,1960,1994,699,869,2,1,2,9,1,239156
1311,160,RM,49,9047,SawyerW,6,3,1930,2007,751,623,1,1,3,8,1,210600
1312,70,RL,35,12878,Timber,4,6,1991,1991,926,1621,1,0,1,6,3,288328
1313,20,RM,68,10336,Edwards,2,8,1894,1963,658,1490,1,0,2,7,2,217684
1314,50,C (all),68,11172,Crawfor,5,1,1944,1987,1313,1897,1,1,2,10,2,216389
1315,50,RL,76,8539,Veenker,6,6,1967,1989,705,1455,1,0,3,8,1,316716
1316,120,RL,94,6240,NridgHt,5,6,1955,1967,635,2112,0,1,3,7,3,326706
1317,45,RL,91,7538,BrkSide,4,6,1889,1965,890,1033,1,1,3,8,1,232500
1318,60,RL,58,10088,Crawfor,6,5,1921,2002,1641,2124,1,0,3,6,1,208060
1319,70,RL,44,17848,Gilbert,7,7,1974,1978,1260,1484,2,0,2,8,3,363552
1320,90,RL,45,16387,ClearCr,10,3,1890,1993,1285,2677,2,0,3,6,3,355426
1321,20,RL,55,7886,MeadowV,7,6,1997,1997,1164,1935,1,0,3,6,1,307451
1322,60,RL,62,10741,IDOTRR,7,5,2004,2004,671,1348,1,0,2,9,3,369475
1323,70,RL,76,9349,Veenker,6,5,1957,1957,793,1482,1,1,3,4,1,297401
1324,40,RL,53,11021,Timber,9,7,1969,1969,726,995,0,1,3,6,1,259939
1325,80,RL,75,11535,Blmngtn,6,5,1887,2009,1486,1679,1,1,2,6,2,333953
1326,50,RL,77,12610,OldTown,7,5,1990,1990,1168,1347,2,1,2,5,2,322692
1327,90,RL,72,1300,Sawyer,8,6,1937,1981,383,1862,1,0,6,8,1,286644
1328,50,RM,47,11965,Gilbert,8,5,1965,1980,1631,831,3,1,2,7,1,312448
1329,90,RL,79,8904,Blueste,5,5,1934,1960,917,1335,1,0,3,5,1,232738
1330,120,RL,111,7680,StoneBr,3,5,2001,2001,1311,920,2,0,4,7,2,242428
1331,45,RL,74,13677,OldTown,4,3,1987,1987,1470,951,2,0,3,7,3,272274
1332,90,RL,20,16367,OldTown,3,5,1927,1999,25,1803,1,0,2,5,1,230499
1333,50,RL,94,13256,Crawfor,4,4,2008,2008,1231,2062,1,0,4,8,2,394249
1334,120,RM,55,8425,Crawfor,4,8,1926,1982,948,334,2,0,3,6,1,200966
1335,90,RM,115,6195,NAmes,5,3,1884,1973,81,2430,2,0,3,8,2,324161
1336,40,RL,72,1300,Blmngtn,6,5,1903,1950,596,2202,1,2,3,5,1,270385
1337,45,RL,36,11230,Timber,6,3,1897,1993,868,826,1,0,3,6,2,181411
1338,90,C (all),28,12816,NoRidge,4,4,1963,1964,1388,1913,1,1,6,5,1,275474
1339,120,RL,100,10092,Timber,6,6,1884,1986,979,1269,1,0,4,5,3,250269
1340,160,RL,92,14234,IDOTRR,6,6,1909,1976,1109,1450,2,0,3,9,1,292998
1341,60,RM,114,5219,StoneBr,6,3,1880,1987,907,1801,2,0,4,5,2,277777
1342,30,RL,70,9815,BrkSide,8,1,1965,1997,1485,1739,1,0,4,5,2,416263
1343,70,RL,68,9498,NPkVill,4,3,1961,1976,1258,1213,1,1,5,10,2,185265
1344,30,RL,62,10059,NAmes,4,6,1948,1993,1115,1211,1,0,3,7,1,223864
1345,160,RM,56,15171,Mitchel,5,6,1910,1961,592,1240,2,0,2,5,2,250210
1346,30,RL,62,10080,NridgHt,4,3,1970,1970,1097,2071,2,0,3,10,2,251673
1347,160,RL,74,9320,ClearCr,6,5,1972,1979,2162,569,1,0,2,5,2,311828
1348,20,RL,53,6753,Crawfor,5,6,2006,2006,1368,1419,1,1,3,8,1,315830
1349,160,RL,36,15814,NPkVill,5,7,1895,1972,754,2286,2,0,2,4,2,277180
1350,160,RL,73,4775,MeadowV,4,8,1933,1951,1790,1851,1,0,4,7,3,427730
1351,180,RL,52,8288,IDOTRR,5,5,1899,1956,736,2025,1,0,3,7,1,226605
1352,160,RL,20,17275,NridgHt,6,4,1961,1983,1335,1425,1,0,3,5,2,235123
1353,40,RL,81,12372,ClearCr,6,5,1988,1988,1031,918,1,0,3,7,2,244310
1354,60,RM,47,10419,OldTown,4,6,1992,2002,1122,1527,1,0,2,7,1,267467
1355,80,RL,83,10586,NoRidge,4,9,1896,1988,1137,1155,2,0,3,8,2,174975
1356,90,RH,82,6714,NAmes,2,5,2005,2005,950,2615,2,1,3,9,3,335871
1357,70,RL,75,10225,OldTown,2,5,1882,1992,894,1420,1,1,4,7,0,253711
1358,45,RL,119,9100,Somerst,7,5,1896,1992,523,1818,1,0,2,7,2,232473
1359,60,RL,67,11218,MeadowV,3,5,1929,1963,599,2351,2,0,2,7,2,280091
1360,50,FV,64,4475,NAmes,7,5,2001,2001,1183,951,1,0,3,8,1,316797
1361,80,RL,83,12091,Edwards,7,6,1969,1995,776,360,1,1,1,6,1,251822
1362,20,RL,68,14566,Edwards,4,2,1966,1981,685,1745,1,0,2,7,3,362346
1363,20,RL,93,9684,NPkVill,5,5,1885,1992,2180,1839,2,1,2,7,2,290539
1364,190,RL,44,13088,ClearCr,9,6,1934,1985,2045,1292,1,0,3,11,1,438961
1365,160,RL,44,11741,ClearCr,7,3,1981,1981,1282,921,1,0,2,7,1,271835
1366,60,FV,85,8069,NoRidge,6,4,1908,1997,1338,1654,1,1,3,6,2,274001
1367,120,RL,46,6265,NridgHt,7,5,1990,1990,725,1488,1,0,5,7,2,385317
1368,180,RM,82,6826,SawyerW,7,7,1889,2006,575,1661,2,0,3,8,2,269662
1369,30,RL,77,11671,BrkSide,5,6,1970,1970,913,933,2,0,3,8,3,292147
1370,50,RL,56,10275,NoRidge,8,2,1908,2002,1050,1662,1,0,3,8,2,294971
1371,20,RL,77,15600,NAmes,5,5,1924,1996,1335,1909,1,1,2,9,3,249822
1372,70,RL,45,13663,BrkSide,6,5,1930,1989,317,747,2,1,1,6,2,178530
1373,20,RM,50,13655,SawyerW,10,6,1980,1980,1908,2230,1,0,2,7,1,453273
1374,45,RH,65,11552,Edwards,7,6,2007,2007,1149,1627,2,0,3,8,2,272591
1375,90,RL,71,6651,Somerst,5,7,1890,1988,429,1925,2,0,3,6,2,257370
1376,20,RL,63,11801,Sawyer,2,5,1961,1961,1112,860,1,1,4,6,1,168653
1377,45,RL,78,10755,SawyerW,6,10,2007,2007,689,1841,2,0,4,8,1,258131
1378,60,C (all),77,5946,NWAmes,6,9,1885,1958,660,677,1,0,2,8,2,193281
1379,60,RL,100,15339,StoneBr,6,7,1946,1995,625,1025,1,0,3,10,2,256045
1380,180,RL,68,14909,SWISU,9,5,1941,2004,947,1631,2,0,1,12,3,191066
1381,190,RM,93,5923,StoneBr,7,5,1907,1995,1891,1362,2,1,3,6,3,362814
1382,80,RL,88,7948,Timber,5,5,1917,1960,1087,1513,2,1,2,9,1,208067
1383,20,RL,115,8300,SawyerW,3,2,1922,2009,1327,2463,2,0,4,5,2,246373
1384,70,RL,67,12939,SawyerW,5,5,1996,1996,1425,1505,1,1,4,7,0,214435
1385,20,FV,61,12478,NPkVill,6,6,1925,1985,992,1854,1,0,1,6,1,302468
1386,190,RL,95,10677,Veenker,6,6,1928,1975,585,1466,1,0,3,6,1,314384
1387,70,RL,77,11595,Sawyer,6,8,1918,1976,410,1451,2,0,3,10,2,254420
1388,40,RL,95,5349,Blmngtn,5,3,1950,1987,895,1010,1,0,3,6,1,246564
1389,160,RL,84,12025,SawyerW,5,4,2006,2006,1507,1684,0,1,3,7,2,332927
1390,80,RL,27,10096,BrkSide,5,7,1880,1975,1424,2767,2,1,3,5,1,366583
1391,40,RL,77,7783,CollgCr,6,5,1948,1971,1152,1543,1,0,4,5,2,248914
1392,190,RL,76,4369,IDOTRR,4,4,1909,1954,1205,1366,1,0,3,6,3,318526
1393,20,RL,72,10607,Edwards,5,10,1994,1994,995,2070,1,0,3,7,4,314893
1394,190,RL,67,11927,ClearCr,5,7,1887,1951,857,2011,1,1,4,6,2,294633
1395,190,RL,38,3690,MeadowV,6,5,1992,1992,754,1719,1,1,5,6,2,292825
1396,80,RM,87,10573,CollgCr,3,7,1898,1958,461,1345,1,0,3,7,2,192612
1397,40,RL,77,10988,Timber,7,6,1938,2000,1768,2072,1,1,2,5,2,403434
1398,30,RM,92,8283,SWISU,6,7,1958,2000,1118,1560,1,1,3,6,2,323037
1399,20,RM,39,12019,SawyerW,6,7,1915,1998,873,1956,1,0,5,10,1,195418
1400,40,RL,80,9969,MeadowV,6,4,1934,1967,1778,1090,1,0,2,6,2,301951
1401,30,RL,65,11632,Edwards,5,6,1923,1992,1854,1206,1,1,3,6,2,362250
1402,30,RL,72,12636,Edwards,5,1,1956,1961,2148,1548,1,0,2,8,2,318410
1403,60,RL,65,12639,Veenker,8,3,1957,1957,950,882,1,0,3,8,2,260770
1404,180,RL,80,14567,Timber,7,8,1980,1980,1092,1315,2,0,4,8,2,282824
1405,20,RL,66,11853,NridgHt,9,5,1909,2005,1310,860,2,0,3,12,2,272332
1406,30,RL,48,8591,OldTown,7,6,1918,1987,1714,727,1,1,3,5,0,210226
1407,60,RM,71,7908,ClearCr,4,7,1892,1956,1074,2717,1,0,4,11,1,295632
1408,40,RL,65,6246,Crawfor,3,8,2001,2001,656,1195,2,0,2,10,2,218230
1409,45,RM,68,11104,NAmes,6,7,1991,1991,748,1239,2,0,4,8,1,286442
1410,20,RL,20,15785,ClearCr,5,5,1924,1967,1520,1540,2,1,3,6,1,252617
1411,80,RM,83,9066,Edwards,5,5,1998,1998,1298,969,1,0,3,9,2,339512
1412,190,RL,63,12298,IDOTRR,7,4,1914,1971,980,1249,2,0,3,6,2,240568
1413,70,RL,43,7490,Edwards,5,5,1886,2000,954,2417,2,0,3,8,3,324773
1414,70,RL,88,11279,NPkVill,5,5,1989,1989,980,1679,1,1,4,5,2,256188
1415,40,RL,82,15537,Timber,7,5,1993,2000,1545,1993,1,1,5,8,3,334188
1416,120,RL,63,13244,NridgHt,7,6,1930,1958,734,2286,1,1,4,7,0,299639
1417,120,FV,46,4216,Timber,5,9,1925,1984,564,1605,1,0,2,5,1,256813
1418,40,RL,73,12782,StoneBr,7,6,1899,1972,1776,1389,1,1,3,9,1,334421
1419,30,RL,72,12964,Blmngtn,7,6,1975,1975,1060,783,2,0,3,7,1,240784
1420,180,RL,88,11193,CollgCr,5,5,1917,2001,1018,1308,1,1,4,7,2,197653
1421,20,RM,61,13170,NAmes,3,3,1983,1983,1318,1418,0,0,3,6,2,305134
1422,70,RL,93,7165,MeadowV,1,5,1911,1999,654,1096,2,1,5,9,3,154555
1423,70,RL,59,10753,Gilbert,6,6,1937,1989,1350,2272,1,0,5,7,3,334035
1424,180,RL,43,14940,BrDale,5,5,1961,1961,896,2051,1,1,3,6,2,303373
1425,30,RL,47,14579,IDOTRR,10,6,1929,1962,1500,1992,1,1,4,7,2,378467
1426,70,RL,68,12692,CollgCr,7,5,1931,1989,436,1441,1,0,6,7,1,210874
1427,190,RH,68,6968,SawyerW,7,4,1965,2003,1230,983,1,1,4,7,2,319554
1428,80,RL,76,6338,MeadowV,8,5,1994,1994,957,2164,2,0,3,6,3,213892
1429,20,RM,68,10958,NWAmes,8,5,1932,1966,768,1667,1,1,4,6,0,338499
1430,90,RL,89,11223,MeadowV,5,5,1945,1956,1358,1886,2,1,2,7,2,354935
1431,70,RL,64,10098,ClearCr,4,6,1996,1996,990,1809,1,2,3,9,3,332008
1432,40,RM,30,7280,Sawyer,7,6,1922,2004,1236,1655,2,0,2,8,1,287745
1433,80,RL,67,12247,IDOTRR,5,5,1961,1999,1556,2499,2,0,2,6,3,362222
1434,70,RM,29,10940,Somerst,5,7,1943,1973,1366,1171,2,1,4,6,0,218591
1435,160,RL,75,11659,IDOTRR,6,5,1992,1992,617,1345,1,1,3,7,3,287819
1436,190,RL,91,12873,SWISU,8,9,1933,1984,833,2320,2,0,2,9,2,386521
1437,80,RM,50,9405,Blueste,5,5,1944,1977,1233,1541,2,0,3,3,1,225270
1438,60,RL,98,8544,Blmngtn,7,6,1881,1968,1367,1437,2,0,5,8,1,279499
1439,90,RL,86,14930,NAmes,5,5,1957,1982,893,1373,1,1,4,6,2,243900
1440,50,RL,94,7470,NridgHt,6,5,1911,1970,1129,1839,1,1,1,5,3,365967
1441,40,RL,73,8623,Blueste,1,5,1979,2002,1126,1385,1,0,5,4,2,184440
1442,40,FV,50,15436,ClearCr,7,5,2009,2009,1182,1329,1,0,3,9,3,349349
1443,20,RL,85,8311,Blmngtn,3,5,1983,2002,578,1831,2,0,3,9,2,251637
1444,180,RL,57,10105,SWISU,6,5,1968,1995,483,1546,2,0,3,5,0,252327
1445,80,RL,72,8852,Blueste,3,10,1928,1994,146,995,2,1,4,7,2,201783
1446,30,RL,66,3367,StoneBr,5,7,1966,1966,1092,1516,1,0,4,5,2,262308
1447,40,RL,92,10006,Veenker,6,6,1887,1987,504,2197,1,1,2,8,2,301961
1448,80,RL,84,6457,Blmngtn,5,7,1980,1980,1904,1882,1,1,3,7,1,368234
1449,80,RM,68,11518,ClearCr,4,9,1895,2000,1311,2258,1,0,3,6,1,253127
1450,160,RL,30,14922,CollgCr,5,5,1919,2002,577,1134,2,0,3,5,2,241929
1451,45,RL,57,1643,OldTown,6,5,1985,1991,1504,2035,1,1,3,8,1,371413
1452,45,RL,84,8872,Blueste,6,7,1906,2004,1504,1175,2,0,3,7,2,294202
1453,50,RL,75,12309,IDOTRR,3,6,1983,1984,1537,883,1,1,3,3,3,286450
1454,60,RL,39,1766,BrkSide,7,5,1984,1984,726,1098,2,0,2,7,0,253332
1455,50,RL,33,15845,Veenker,3,5,1914,2002,1336,1565,1,1,3,8,2,272927
1456,70,RL,73,12019,Blueste,6,5,1992,1992,1544,2013,1,0,3,7,2,395579
1457,30,RL,48,14832,BrDale,5,8,1931,1954,1678,1655,1,0,3,6,0,206389
1458,70,RL,50,8244,Mitchel,6,5,1932,1974,440,1423,1,0,5,7,2,245886
1459,120,RM,83,8726,BrDale,5,9,1970,1970,962,983,2,1,2,7,1,249339
1460,70,C (all),94,9856,Blueste,9,8,1960,1960,712,1852,2,2,3,7,1,380372
